given_name,POWOAccepted,POWODist,Champion1968,Choudhary2007,Choudhary2012,eFI2022,FOI2022,Gupta1998,Radha2019,Subramani2014,Thakur2021a
Polygonum nepalense Meisn.,Persicaria nepalensis (Meisn.) H.Gross,Native,0,0,1,0,0,0,0,0,0
Polygonum paronychioides C.A.Mey.,Polygonum paronychioides C.A.Mey.,Native,0,0,0,0,0,0,0,1,0
Polygonum posumbu Buch.-Ham. ex D.Don,Persicaria posumbu (Buch.-Ham. ex D.Don) H.Gross,Native,0,0,1,0,0,0,0,0,0
Polygonum speciosum Wall. ex Meisn.,Bistorta amplexicaulis (D.Don) Greene,Native,1,0,0,0,0,0,0,0,0
Ponerorchis chusua (D.Don) Soó,Hemipilia chusua (D.Don) Y.Tang & H.Peng,Native,0,0,0,0,0,0,0,1,0
Potentilla atrosanguinea G.Lodd.,Potentilla atrosanguinea G.Lodd.,Native,0,0,0,1,0,1,0,0,0
Potentilla eriocarpa Wall.,Potentilla eriocarpa Wall. ex Lehm.,Native,0,0,0,0,0,1,0,0,0
Potentilla fragarioides L.*,Potentilla gerardiana Lindl. ex Lehm.,Native,0,0,1,1,0,0,0,0,0
Potentilla gelida C.A.Mey.,Potentilla crantzii (Crantz) Beck ex Fritsch,Native,0,0,0,0,0,1,0,0,0
Potentilla lineata Trevir.,Argentina lineata (Trevir.) Soják,Native,0,0,1,0,0,0,0,0,0
Potentilla nepalensis Hook.,Potentilla nepalensis Hook.,Native,0,0,1,1,0,1,0,0,0
Potentilla polyphylla Wall. ex Lehm.,Argentina polyphylla (Wall. ex Lehm.) Soják,Native,0,0,1,0,0,1,0,0,0
Potentilla saundersiana Royle,Potentilla saundersiana Royle,Native,0,0,0,1,0,0,0,0,0
Potentilla supina L.,Potentilla supina L.,Native,0,0,0,0,0,0,0,1,0
Pouzolzia sanguinea (Blume) Merr.,Pouzolzia sanguinea (Blume) Merr.,NA,0,0,0,0,0,0,0,1,0
Prenanthes brunoniana Wall. ex DC.,Melanoseris brunoniana (Wall. ex DC.) N.Kilian & Ze H.Wang,Native,0,0,0,0,0,1,0,0,0
Primula atrodentata W.W.Sm.,Primula atrodentata W.W.Sm.,NA,0,0,0,0,0,1,0,0,0
Primula denticulata Sm.,Primula denticulata Sm.,Native,0,0,0,1,0,0,0,0,0
Primula floribunda Wall.,Evotrochis floribunda (Wall.) Fırat & Lidén,Native,0,0,0,0,0,1,0,0,0
Primula glomerata Pax,Primula glomerata Pax,NA,0,0,0,0,0,1,0,0,0
Primula involucrata Wall. ex Duby,Primula munroi Lindl.,Native,0,0,0,0,0,0,0,1,0
Primula petiolaris Wall.,Primula petiolaris Wall.,Native,0,0,0,0,0,0,0,1,0
Primula reidii Duthie,Primula reidii Duthie,Native,0,0,0,0,0,0,0,1,0
Prinsepia utilis Royle,Prinsepia utilis Royle,Native,0,0,0,0,0,1,0,0,0
Prunella vulgaris L.,Prunella vulgaris L.,Native,0,0,1,0,0,1,0,0,0
Prunus cerasoides Buch.-Ham. ex D.Don,Prunus cerasoides Buch.-Ham. ex D.Don,Native,0,0,0,1,0,0,1,0,1
Prunus cornuta (Wall. ex Royle) Steud.,Prunus cornuta (Wall. ex Royle) Steud.,Native,0,0,0,1,0,1,0,0,1
Prunus padus Brandis,Prunus cornuta (Wall. ex Royle) Steud.,Native,1,0,0,0,0,0,0,0,0
Pteracanthus alatus (Wall. ex Nees) Bremek.,Strobilanthes wallichii Nees,Native,0,0,0,0,0,1,0,0,0
Pyracantha crenulata (D.Don) M.Roem.,Pyracantha crenulata (D.Don) M.Roem.,Native,0,0,0,0,0,0,1,0,0
Pyrus lanata D.Don,Griffitharia lanata (D.Don) Rushforth,Native,1,0,0,0,0,0,0,0,0
Pyrus pashia Buch.-Ham. ex D.Don,Pyrus pashia Buch.-Ham. ex D.Don,Native,0,0,0,0,0,0,0,0,1
Quercus dilatata Royle,Quercus floribunda Lindl. ex A.Camus,Native,1,0,1,0,0,1,0,0,0
Quercus floribunda Lindl. ex A.Camus,Quercus floribunda Lindl. ex A.Camus,Native,0,0,0,0,0,0,0,0,1
Quercus glauca Thunb.,Quercus glauca Thunb.,Native,0,0,1,0,0,0,0,0,0
Quercus incana Roxb.,Quercus leucotrichophora A.Camus,Native,1,0,1,0,0,0,0,0,0
Quercus leucotrichophora A.Camus,Quercus leucotrichophora A.Camus,Native,0,0,0,0,0,1,0,0,1
Quercus semecarpifolia Sm.,Quercus semecarpifolia Sm.,Native,1,0,0,0,0,1,0,0,1
Rabdosia rugosa (Wall. ex Benth.) H.Hara,Isodon rugosus (Wall. ex Benth.) Codd,Native,0,0,0,0,0,1,0,0,0
Ranunculus adoxifolius Hand.-Mazz.,Ranunculus adoxifolius Hand.-Mazz.,Native,0,0,0,0,0,0,0,1,0
Ranunculus diffusus DC.,Ranunculus diffusus DC.,Native,0,0,0,1,0,1,0,0,0
Ranunculus distans D.Don,Ranunculus distans D.Don,Native,0,0,0,1,0,0,0,0,0
Ranunculus hirtellus Royle,Ranunculus hirtellus Royle,Native,0,0,1,1,0,0,0,0,0
Ranunculus laetus Wall. ex D.Don,Ranunculus distans D.Don,Native,0,0,0,0,0,1,0,0,0
Ranunculus pulchellus Ledeb. ex Spreng.,Ranunculus pulchellus Ledeb. ex Spreng.,Native,0,0,0,0,0,0,0,1,0
Ranunculus sceleratus L.,Ranunculus sceleratus L.,Native,0,0,1,0,0,0,0,0,0
Ranunculus trichophyllus Chaix,Ranunculus trichophyllus Chaix,Native,0,0,0,0,0,0,0,1,0
Remusatia pumila (D.Don) H.Li & A.Hay,Remusatia pumila (D.Don) H.Li & A.Hay,Native,0,0,0,0,0,0,0,1,0
Rhamnus procumbens Edgew.,Rhamnus procumbens Edgew.,NA,0,0,0,0,0,0,0,1,0
Rhamnus purpurea Edgew.,Rhamnus purpurea Edgew.,Native,1,0,0,0,0,0,0,1,0
Rhamnus virgata Roxb.,Rhamnus virgata Roxb.,Native,0,0,0,0,0,1,0,0,0
Rheum moorcroftianum Royle,Rheum moorcroftianum Royle,Native,0,1,0,0,0,0,0,0,0
Rheum webbianum Royle,Rheum webbianum Royle,Native,0,0,0,1,0,0,0,0,0
Rhodiola fastigiata (Hook.f. & Thomson) S.H.Fu,Rhodiola fastigiata (Hook.f. & Thomson) S.H.Fu,Native,0,0,0,0,0,1,0,0,0
Rhodiola heterodonta (Hook.f. & Thomson) Boriss.,Rhodiola heterodonta (Hook.f. & Thomson) Boriss.,Native,0,0,0,0,0,0,0,1,0
Rhodiola himalensis (D.Don) S.H.Fu,Rhodiola himalensis (D.Don) S.H.Fu,Native,0,0,0,0,0,0,0,1,0
Rhodiola tibetica (Hook.f. & Thomson) S.H.Fu,Rhodiola tibetica (Hook.f. & Thomson) S.H.Fu,Native,0,0,0,0,0,0,0,1,0
Rhodiola trifida H.Jacobsen,Rhodiola sinuata (Royle ex Edgew.) S.H.Fu,Native,0,0,1,0,0,0,0,0,0
Rhodiola wallichiana (Hook.) S.H.Fu,Rhodiola wallichiana (Hook.) S.H.Fu,Native,0,0,0,0,0,0,0,1,0
Rhododendron anthopogon D.Don,Rhododendron anthopogon D.Don,Native,0,0,0,1,0,1,0,1,0
Rhododendron arboreum Sm.,Rhododendron arboreum Sm.,Native,1,1,1,0,0,1,1,0,1
Rhododendron barbatum Wall. ex G.Don,Rhododendron barbatum Wall. ex G.Don,Native,1,0,0,0,0,0,0,0,0
Rhododendron campanulatum D.Don,Rhododendron campanulatum D.Don,Native,0,0,0,1,0,1,0,0,0
Rhododendron lepidotum Wall. ex G.Don,Rhododendron lepidotum Wall. ex G.Don,Native,0,0,0,0,0,0,0,1,0
Rhus chinensis Mill.,Rhus chinensis Mill.,Native,0,0,1,0,0,0,0,0,0
Rhus parviflora Roxb.,Searsia parviflora (Roxb.) F.A.Barkley,Native,0,0,0,0,0,0,1,0,0
Ribes alpestre Wall. ex Decne.,Ribes alpestre Wall. ex Decne.,Native,0,0,0,0,0,0,0,1,0
Ribes glaciale Wall.,Ribes glaciale Wall.,Native,1,0,0,0,0,0,0,1,0
Ribes himalense Royle ex Decne.,Ribes himalense Royle ex Decne.,Native,1,0,0,0,0,0,0,0,0
Ribes orientale Desf.,Ribes orientale Desf.,Native,0,0,0,0,0,0,0,1,0
Rosa brunonii Lindl.,Rosa brunonii Lindl.,Native,0,0,0,1,0,0,0,0,0
Rosa macrophylla Lindl.,Rosa macrophylla Lindl.,Native,1,0,0,0,0,1,0,1,0
Rosa sericea Lindl.,Rosa sericea Lindl.,Native,1,0,1,1,0,1,0,0,0
Roscoea alpina Royle,Roscoea alpina Royle,Native,0,0,1,1,0,1,0,1,0
Roscoea purpurea Sm.,Roscoea purpurea Sm.,Native,0,0,1,0,0,1,0,1,0
Rosularia adenotricha (Wall. ex Edgew.) C.-A.Jansson,Rosularia adenotricha (Wall. ex Edgew.) C.-A.Jansson,Native,0,0,0,0,0,0,0,1,0
Rosularia rosulata (Edgew.) H.Ohba,Rosularia rosulata (Edgew.) H.Ohba,Native,0,0,0,1,0,0,0,0,0
Rotala rotundifolia (Buch.-Ham. ex Roxb.) Koehne,Rotala rotundifolia (Buch.-Ham. ex Roxb.) Koehne,Native,0,0,0,0,0,0,0,1,0
Rubus ellipticus Sm.,Rubus ellipticus Sm.,Native,0,0,1,0,0,0,1,0,0
Rubus niveus Thunb.,Rubus niveus Thunb.,Native,1,0,1,1,0,0,0,0,0
Rubus paniculatus Sm.,Rubus paniculatus Sm.,Native,0,0,0,0,0,0,0,1,0
Rumex acetosa L.,Rumex acetosa L.,Native,0,0,1,0,0,0,0,0,0
Rumex denticulatus K.Koch,Rumex chalepensis Mill.,Native,0,0,0,0,0,1,0,0,0
Rumex hastatus D.Don,Rumex hastatus D.Don,Native,0,0,1,0,0,0,1,0,0
Rumex nepalensis Spreng.,Rumex nepalensis Spreng.,Native,0,1,1,0,0,1,0,0,0
Saccharum rufipilum Steud.,"Tripidium rufipilum (Steud.) Welker, Voronts. & E.A.Kellogg",Native,0,0,0,0,0,0,0,1,0
Saccharum spontaneum L.,Saccharum spontaneum L.,Native,0,0,0,0,0,0,0,1,0
Salix alba L.,Salix alba L.,Introduced,0,0,0,0,0,0,0,1,0
Salix denticulata Andersson,Salix denticulata Andersson,Native,0,0,0,0,0,0,0,1,0
Salix elegans Wall.,Salix denticulata Andersson,Native,1,0,1,0,0,0,0,0,0
Salix flabellaris Andersson*,Salix flabellaris Andersson,Native,0,0,0,0,0,0,0,1,0
Salix lindleyana Wall. ex Andersson,Salix lindleyana Wall. ex Andersson,Native,0,0,0,0,0,0,0,1,0
Salvia cana Wall. ex Benth.,Salvia cana Wall. ex Benth.,Native,0,0,0,1,0,0,0,0,0
Salvia lanata Roxb.,Salvia cana Wall. ex Benth.,Native,0,0,0,0,0,1,0,0,0
Sarcococca saligna (D.Don) Müll.Arg.,Sarcococca saligna (D.Don) Müll.Arg.,Native,1,0,0,0,0,0,0,0,0
Satyrium nepalense D.Don,Satyrium nepalense D.Don,Native,0,0,1,0,0,1,0,1,0
Saussurea auriculata (DC.) Sch.Bip.,"Jurinea auriculata (DC.) N.Garcia, Herrando & Susanna",Native,0,0,0,1,0,0,0,1,0
Saussurea candolleana (DC.) Sch.Bip.,Saussurea candolleana (DC.) Sch.Bip.,Native,0,0,0,0,0,1,0,0,0
Saussurea piptathera Edgew.,Saussurea piptathera Edgew.,Native,0,0,0,0,0,0,0,1,0
Saussurea taraxacifolia (Lindl. ex Royle) Wall. ex DC.,Saussurea taraxacifolia (Lindl. ex Royle) Wall. ex DC.,Native,0,0,0,0,0,0,0,1,0
Saxifraga brachypoda D.Don,Saxifraga brachypoda D.Don,Native,0,0,0,0,0,0,0,1,0
Saxifraga brunonis Wall. ex Ser.,Saxifraga brunonis Wall. ex Ser.,Native,0,0,0,0,0,0,0,1,0
Saxifraga moorcroftiana (Ser.) Wall. ex Sternb.,Saxifraga moorcroftiana (Ser.) Wall. ex Sternb.,Native,0,0,0,0,0,0,0,1,0
Saxifraga mucronulata Royle,Saxifraga mucronulata Royle,Native,0,0,0,0,0,0,0,1,0
Saxifraga pallida Wall. ex Ser.,Micranthes pallida (Wall. ex Ser.) Losinsk.,Native,0,0,0,0,0,0,0,1,0
Saxifraga parnassifolia D.Don,Saxifraga parnassifolia D.Don,Native,0,0,0,0,0,1,0,0,0
Saxifraga sibirica L.,Saxifraga sibirica L.,Native,0,0,0,1,0,0,0,1,0
Schisandra grandiflora (Wall.) Hook.f. & Thomson,Schisandra grandiflora (Wall.) Hook.f. & Thomson,Native,1,0,0,0,0,0,0,0,0
Schoenoplectiella juncoides (Roxb.) Lye,Schoenoplectiella juncoides (Roxb.) Lye,Native,0,0,0,0,0,0,0,1,0
Scurrula cordifolia (Wall.) G.Don,Scurrula cordifolia (Wall.) G.Don,Native,0,0,0,0,0,0,0,1,0
Scutellaria scandens D.Don,Scutellaria scandens D.Don,Native,0,0,0,1,0,0,0,1,0
Sedum ewersii Ledeb.,Hylotelephium ewersii (Ledeb.) H.Ohba,Native,0,0,0,0,0,1,0,0,0
Selinum tenuifolium Wall. ex DC.,Ligusticopsis wallichiana (DC.) Pimenov & Kljuykov,Native,0,0,0,0,0,1,0,0,0
Selinum vaginatum (Edgew.) C.B.Clarke,Selinum vaginatum (Edgew.) C.B.Clarke,Native,0,1,0,0,0,1,1,1,0
Senecio cappa Buch.-Ham. ex D.Don,Synotis cappa (Buch.-Ham. ex D.Don) C.Jeffrey & Y.L.Chen,Native,0,0,0,0,0,1,0,0,0
Senecio chrysanthemoides DC.,Jacobaea analoga (DC.) Veldkamp,Native,0,0,0,0,0,1,0,0,0
Senecio kunthianus Wall.,Synotis kunthiana (Wall. ex DC.) C.Jeffrey & Y.L.Chen,Native,0,0,0,0,0,0,0,1,0
Senecio rufinervis DC.,Synotis rufinervis (DC.) C.Jeffrey & Y.L.Chen,Native,0,0,0,0,0,1,0,1,0
Seseli libanotis (L.) W.D.J.Koch,Seseli libanotis (L.) W.D.J.Koch,NA,0,0,0,0,0,0,0,1,0
Setaria palmifolia (J.Koenig) Stapf,Setaria palmifolia (J.Koenig) Stapf,Native,0,0,0,0,0,0,0,1,0
Setaria pumila (Poir.) Roem. & Schult.,Setaria pumila (Poir.) Roem. & Schult.,Native,0,0,0,0,0,0,0,1,0
Sibbaldia cuneata Edgew.,Sibbaldia cuneata Edgew.,Native,0,0,0,1,0,0,0,0,0
Silene edgeworthii Bocquet,Silene edgeworthii Bocquet,Native,0,0,0,0,0,1,0,1,0
Silene griffithii Boiss.,Silene viscosa (L.) Pers.,Native,0,0,0,1,0,0,0,0,0
Silene indica Roxb. ex Otth,Silene indica Roxb. ex Otth,Native,0,0,0,0,0,0,0,1,0
Silene inflata Sm.,Silene vulgaris (Moench) Garcke,Native,0,0,1,0,0,1,0,0,0
Silene laxantha Majumdar,Silene laxantha Majumdar,Native,0,0,0,0,0,0,0,1,0
Silene setaesperma Majumdar,Silene setaesperma Majumdar,Native,0,0,1,0,0,0,0,0,0
Silene viscosa (L.) Pers.,Silene viscosa (L.) Pers.,Native,0,0,0,0,0,0,0,1,0
Silene vulgaris (Moench) Garcke,Silene vulgaris (Moench) Garcke,Native,0,0,0,0,0,0,0,1,0
Sinarundinaria falcata (Nees) C.S.Chao & Renvoize,Drepanostachyum falcatum (Nees) Keng f.,Native,0,0,0,0,0,0,0,1,0
Skimmia laureola (DC.) Decne.,Skimmia laureola (DC.) Decne.,Native,1,0,0,0,0,1,0,1,0
Smilacina purpurea Wall.,Maianthemum purpureum (Wall.) LaFrankie,Native,0,0,0,0,0,1,0,0,0
Smilax elegans Wall. ex Kunth,Smilax elegans Wall. ex Kunth,Native,0,0,0,0,0,0,0,1,0
Smilax vaginata Decne.,Smilax vaginata Decne.,Native,1,0,0,0,0,0,0,0,0
Solanum nigrum L.,Solanum nigrum L.,Native,0,0,0,0,0,0,1,0,0
Solanum pseudocapsicum L.,Solanum pseudocapsicum L.,Introduced,0,0,0,0,0,0,0,1,0
Solanum surattense Burm.f.,Solanum virginianum L.,Native,0,0,0,0,0,0,1,0,0
Solena amplexicaulis (Lam.) Gandhi,Solena amplexicaulis (Lam.) Gandhi,NA,0,0,0,0,0,0,0,1,0
Solidago virga-aurea Anon.,Solidago virgaurea L.,Native,0,0,0,0,0,1,0,0,0
Sophora mollis (Royle) Graham ex Baker,Sophora mollis (Royle) Graham ex Baker,Native,0,0,0,0,0,0,0,1,0
Sorbaria tomentosa (Lindl.) Rehder,Sorbaria tomentosa (Lindl.) Rehder,Native,0,0,0,0,0,0,0,1,0
Sorbus foliolosa (Wall.) Spach,Sorbus foliolosa (Wall.) Spach,Native,1,0,0,0,0,1,0,0,0
Sorbus microphylla (Wall. ex Hook.f.) Wenz.,Sorbus microphylla (Wall. ex Hook.f.) Wenz.,Native,0,0,0,0,0,1,0,0,0
Spiraea canescens D.Don,Spiraea canescens D.Don,Native,0,0,1,1,0,0,0,0,0
Spiranthes sinensis (Pers.) Ames,Spiranthes australis (R.Br.) Lindl.,Native,0,0,1,0,0,0,0,0,0
Spiranthes spiralis (L.) Chevall.,Spiranthes spiralis (L.) Chevall.,Native,0,0,0,1,0,0,0,0,0
Stachys melissifolia Benth.,Stachys splendens Wall. ex Benth.,Native,0,0,0,0,0,0,0,1,0
Stachys sericea Wall. ex Benth.,Stachys splendens Wall. ex Benth.,Native,0,0,0,0,0,1,0,0,0
Staphylea emodi Wall. ex Brandis,Staphylea emodi Wall. ex Brandis,Native,0,0,0,0,0,0,0,1,0
Stellaria himalayensis Majumdar,Mesostemma latifolium (Benth. ex G.Don) Ikonn.,Native,0,0,0,1,0,0,0,0,0
Stellaria media (L.) Vill.,Stellaria media (L.) Vill.,Native,0,0,1,0,0,1,0,0,0
Stellaria monosperma Buch.-Ham. ex D.Don,Schizotechium monospermum (Buch.-Ham. ex D.Don) Pusalkar & S.K.Srivast.,Native,0,0,0,0,0,0,0,1,0
Strobilanthes atropurpurea Nees,Strobilanthes atropurpurea Nees,Native,1,0,1,0,0,0,0,1,0
Strobilanthes attenuata (Wall. ex Nees) Jacq. ex Nees,Strobilanthes attenuata (Wall. ex Nees) Jacq. ex Nees,Native,0,0,0,1,0,0,0,0,0
Strobilanthes wallichii Nees,Strobilanthes wallichii Nees,Native,1,0,0,0,0,0,0,1,0
Swertia alternifolia Royle,Swertia alternifolia Royle,Native,0,0,0,0,0,1,0,1,0
Swertia chirata Buch.-Ham. ex Wall.,Swertia chirayita (Roxb.) H.Karst.,Native,0,1,0,0,0,0,0,0,0
Swertia ciliata (D.Don) B.L.Burtt,Swertia purpurascens (D.Don) C.B.Clarke,Native,0,0,0,0,0,0,0,1,0
Swertia cordata (G.Don) Wall. ex C.B.Clarke,Swertia cordata (G.Don) Wall. ex C.B.Clarke,Native,0,0,0,0,0,1,0,0,0
Swertia cuneata D.Don,Swertia cuneata D.Don,Native,0,0,0,0,0,0,0,1,0
Swertia paniculata Wall.,Swertia paniculata Wall.,Native,0,0,0,0,0,1,0,0,0
Swertia purpurascens (D.Don) C.B.Clarke,Swertia purpurascens (D.Don) C.B.Clarke,Native,0,1,0,0,0,1,0,0,0
Swertia racemosa (Griseb.) Wall. ex C.B.Clarke,Swertia racemosa (Griseb.) Wall. ex C.B.Clarke,NA,0,0,0,0,0,1,0,0,0
Swertia speciosa D.Don,Swertia speciosa D.Don,Native,0,0,0,1,0,1,0,1,0
Swertia tetragona Edgew.,Swertia tetragona Edgew.,Native,0,0,1,0,0,0,0,0,0
Synotis alata (Wall. ex DC.) C.Jeffrey & Y.L.Chen,Synotis alata (Wall. ex DC.) C.Jeffrey & Y.L.Chen,Native,0,0,0,0,0,1,0,0,0
Syringa emodi Wall. ex Royle,Syringa emodi Wall. ex Royle,Native,0,0,0,0,0,0,0,1,1
Tagetes minuta L.,Tagetes minuta L.,Introduced,0,0,0,0,0,1,0,0,0
Tanacetum longifolium Wall. ex DC.,Hippolytia longifolia (Rech.f.) C.Shih,Native,0,0,0,0,0,1,0,1,0
Taraxacum officinale F.H.Wigg.,Taraxacum officinale F.H.Wigg.,Introduced,0,0,1,0,0,1,0,0,0
Taxus wallichiana Zucc.,Taxus wallichiana Zucc.,Native,1,0,0,0,0,0,0,1,1
Tephrosia purpurea (L.) Pers.,Tephrosia purpurea (L.) Pers.,Native,0,0,0,1,0,0,0,0,0
Tetrastigma serrulatum (Roxb.) Planch.,Tetrastigma serrulatum (Roxb.) Planch.,Native,0,0,0,0,0,0,0,1,0
Thalictrum alpinum L.,Thalictrum alpinum L.,Native,0,0,0,0,0,0,0,1,0
Thalictrum cultratum Wall.,Thalictrum cultratum Wall.,Native,0,0,0,0,0,1,0,1,0
Thalictrum foliolosum DC.,Thalictrum foliolosum DC.,Native,0,0,1,1,0,1,0,0,0
Thalictrum minus L.,Thalictrum minus L.,Native,0,0,0,0,0,1,0,1,0
Thalictrum pedunculatum Edgew.,Thalictrum pedunculatum Edgew.,Native,0,0,0,0,0,0,0,1,0
Thalictrum reniforme Wall.,Thalictrum reniforme Wall.,Native,0,0,0,0,0,1,0,1,0
Thamnocalamus falconeri Hook.f. ex Munro,Himalayacalamus falconeri (Hook.f. ex Munro) Keng f.,Native,1,0,0,0,0,0,0,0,0
Thamnocalamus spathiflorus (Trin.) Munro,Thamnocalamus spathiflorus (Trin.) Munro,Native,1,0,0,0,0,0,0,1,0
Thlaspi arvense L.,Thlaspi arvense L.,Native,0,0,0,0,0,0,0,1,0
Thlaspi cochleariforme DC.,Noccaea cochleariformis (DC.) Á.Löve & D.Löve,Native,0,0,0,0,0,0,0,1,0
Thymus serpyllum L.*,Thymus linearis Benth.,Native,0,1,1,0,0,1,1,0,0
Toxicodendron wallichii (Hook.f.) Kuntze,Toxicodendron wallichii (Hook.f.) Kuntze,Native,0,0,0,0,0,0,0,1,0
Tridax procumbens L.,Tridax procumbens L.,NA,0,0,0,0,0,1,0,0,0
Trifolium dubium Sibth.,Trifolium dubium Sibth.,Introduced,0,0,0,1,0,0,0,1,0
Trifolium pratense L.,Trifolium pratense L.,Native,0,0,0,0,0,0,0,1,0
Trigonella emodi Benth.,Trigonella emodi Benth.,Native,0,0,0,0,0,0,0,1,0
Trigonella gracilis Benth.,Trigonella gracilis Benth.,Native,0,0,0,0,0,0,0,1,0
Trillium govanianum Wall. ex D.Don,Trillium govanianum Wall. ex D.Don,Native,0,0,0,0,0,0,1,1,0
Trisetum aeneum (Hook.f.) R.R.Stewart,Sibirotrisetum aeneum (Hook.f.) Barberá,Native,0,0,0,0,0,0,0,1,0
Trisetum clarkei (Hook.f.) R.R.Stewart,Trisetum clarkei (Hook.f.) R.R.Stewart,Native,0,0,0,0,0,0,0,1,0
Trisetum spicatum (L.) K.Richt.,"Koeleria spicata (L.) Barberá, Quintanar, Soreng & P.M.Peterson",Native,0,0,0,0,0,0,0,1,0
Trollius acaulis Lindl.,Trollius acaulis Lindl.,Native,0,0,0,0,0,0,0,1,0
Urtica dioica L.,Urtica dioica L.,Native,0,0,0,0,0,0,1,0,0
Urtica parviflora Roxb.,Urtica ardens Link,Native,0,0,0,0,0,0,1,0,0
Valeriana hardwickei Wall.,Valeriana hardwickei Wall.,Native,1,0,0,0,0,1,0,1,0
Valeriana jatamansi Jones ex Roxb.,Valeriana jatamansi Jones ex Roxb.,Native,1,1,0,1,0,1,1,0,0
Verbascum thapsus L.,Verbascum thapsus L.,Native,0,0,1,0,0,1,1,0,0
Verbena bonariensis L.,Verbena bonariensis L.,Introduced,0,0,0,0,0,1,0,0,0
Veronica alpina subsp. pumila (All.) Dostál,Veronica alpina L.,Native,0,0,0,0,0,0,0,1,0
Veronica biloba L.,Veronica biloba Schreb. ex L.,Native,0,0,0,0,0,0,0,1,0
Veronica melissifolia Poir.*,Veronica laxa Benth.,Native,0,0,0,0,0,0,0,1,0
Viburnum cotinifolium D.Don,Viburnum cotinifolium D.Don,Native,1,0,1,0,0,1,0,0,0
Viburnum foetens Decne.,Viburnum grandiflorum Wall. ex DC.,Native,1,0,0,0,0,0,0,0,0
Viburnum grandiflorum Wall. ex DC.,Viburnum grandiflorum Wall. ex DC.,Native,0,0,0,1,0,0,0,0,0
Viburnum mullaha Buch.-Ham. ex D.Don,Viburnum mullaha Buch.-Ham. ex D.Don,Native,0,0,0,0,0,1,0,1,0
Viburnum nervosum D.Don,Viburnum nervosum D.Don,Native,1,0,0,0,0,1,0,0,0
Viburnum stellulatum Wall. ex DC.,Viburnum mullaha Buch.-Ham. ex D.Don,Native,1,0,0,0,0,0,0,0,0
Vicatia coniifolia DC.,Vicatia coniifolia DC.,Native,0,0,0,1,0,0,0,0,0
Vicia tenera Benth.,Vicia tenera Benth.,Native,0,0,0,0,0,0,0,1,0
Viola betonicifolia Sm.,Viola betonicifolia Sm.,Native,0,0,0,0,0,0,0,1,0
Viola biflora L.,Viola biflora L.,Native,0,0,0,0,0,1,0,0,0
Viola canescens Wall.,Viola canescens Wall.,Native,1,0,1,0,0,0,0,0,0
Viola pilosa Blume,Viola pilosa Blume,Native,0,0,0,0,0,0,0,1,0
Viola serpens Wall. ex Ging.,Viola pilosa Blume,Native,0,1,0,0,0,1,0,0,0
Vitex negundo L.,Vitex negundo L.,Native,0,0,0,0,0,0,1,0,0
Vitis himalayana (Royle) Brandis,Parthenocissus semicordata (Wall.) Planch.,Native,1,0,0,0,0,0,0,0,0
Wikstroemia canescens Meisn.,Wikstroemia canescens Meisn.,Native,0,0,0,1,0,0,0,1,0
Wulfeniopsis amherstiana (Benth.) D.Y.Hong,Wulfeniopsis amherstiana (Benth.) D.Y.Hong,Native,0,0,0,0,0,0,0,1,0
Zanthoxylum armatum DC.,Zanthoxylum armatum DC.,Native,0,0,0,0,0,0,1,0,0
